ID	aspect	strdist	basarea	curvature	curve_cont	curve_prof	drop	rockdist	flowdir	lith	elev	cohesion	landslide	scarpdist	scarps	frictang	slope	slopeleg	woods	specwt
9354	163,3477	233,2381	5068000	-0,1193085	0,129844	0,01053555	12,5	0	4	15	949,4662	10	0	100	0	17	10,44024	530,8132	0	22
9355	176,323	216,3331	5068000	-1,041183	0,5899409	-0,4512426	12,5	0	4	15	948,0203	10	0	80	0	17	11,2656	532,3105	0	22
9356	198,2477	200	5068000	-1,267273	0,5452334	-0,7220395	10	0	4	15	948,299	10	0	60	0	17	10,71082	533,9543	1	22
9357	209,7593	184,3909	5068000	-0,2780914	-0,1185698	-0,3966613	16,66667	0	8	15	950,7868	10	0	40	0	17	8,075426	535,7659	1	22
9358	190,6468	164,9242	5068000	0,3482819	0,1951249	0,5434068	16,66667	0	2	3	952,1772	10	0	20	0	17	6,810294	537,7709	1	20
9359	180,5339	145,6022	5068000	0,03166199	-0,1972533	-0,1655913	23,33333	0	2	3	951,8271	10	0	0	1	17	10,84996	540	1	20
9360	190,1345	126,4911	5068000	-0,06063843	-0,3373128	-0,3979513	35	0	4	3	952,1011	10	1	0	1	17	15,29817	542,4903	1	20
9361	198,5073	107,7033	5068000	2,250793	-1,643785	0,6070088	52,5	0	4	3	955,0988	10	1	0	1	17	17,09249	545,2867	1	20
9362	189,1082	89,44272	5068000	1,952942	-1,344326	0,6086162	45	0	4	3	956,3203	10	0	0	1	17	15,36324	548,4441	1	20
9363	168,9799	72,11102	5068000	0,1724396	-0,1174104	0,05502916	30	0	2	3	955,1066	10	0	20	0	17	14,72805	552,0294	1	20
9364	152,541	56,56854	5068000	1,150482	-0,6674931	0,4829891	51,66667	0	2	3	953,6497	10	0	0	1	17	18,84104	556,125	1	20
9365	140,5881	44,72136	5068000	1,661484	-0,9654681	0,6960157	56,66667	0	2	3	948,6996	10	1	0	1	17	26,39474	560,8319	1	20
9366	132,7856	40	5068000	-0,04244995	0,2961007	0,2536508	50	0	1	3	939,7578	10	1	0	1	17	30,66917	566,2742	1	20
9367	125,572	20	5068000	-3,273666	2,513551	-0,7601156	20	0	1	3	929,3291	10	1	0	1	17	27,05898	568,6928	1	20
9368	117,5152	0	5068000	-0,08538818	0,1716311	0,08624288	26,66667	0	2	3	924,9507	10	1	0	0	17	18,61762	568,7817	1	20
9369	120,327	20	5068000	0,586731	-0,4327163	0,1540146	28,33333	0	2	3	920,6606	10	1	0	1	17	14,12308	570,7791	1	20
9370	140,7201	20	5068000	0,2270508	-0,4530854	-0,2260346	26,66667	0	2	3	916,0769	10	1	20	0	17	14,36128	574,8652	1	20
9371	172,4967	0	5068000	-3,021774	1,090368	-1,931407	16,66667	0	2	3	911,5698	10	1	20	0	17	15,91012	581,2458	1	20
9372	179,0105	0	5068000	1,707825	-0,4815444	1,22628	37,5	0	4	3	914,321	10	1	20	0	17	18,57417	585,5092	1	20
9373	176,62	0	5068000	-0,492981	-0,02256091	-0,5155419	35	0	4	3	912,2493	10	1	20	0	17	19,57641	556,0472	1	20
9374	188,0518	20	5068000	-0,9265442	0,4503971	-0,4761471	27,5	0	4	3	912,2819	10	1	20	0	17	19,49311	522,5242	1	20
9375	198,614	28,28427	5068000	-0,9201813	0,315223	-0,6049583	25	0	4	3	914,0745	10	1	28,28427	0	17	18,41586	490,4963	1	20
9376	212,1393	44,72136	5068000	0,3520813	-0,6832243	-0,331143	31,66667	0	8	3	917,7379	10	1	20	0	17	15,65461	460,5551	1	20
9377	228,5842	63,24555	5068000	0,7359772	-0,7277852	0,008192012	35	0	8	3	921,6588	10	1	20	0	17	12,514	428,9458	1	20
9378	235,1058	56,56854	5068000	-0,3172913	0,2570952	-0,06019605	21,66667	0	8	3	924,5515	10	1	0	1	17	11,99038	400,1354	1	20
9379	193,1623	40	5068000	1,619415	0,04337775	1,662793	36,66667	0	2	3	928,3134	10	1	0	1	17	10,9543	375,6555	1	20
9380	142,1559	20	5068000	1,679489	-0,8358194	0,8436698	42,5	0	4	3	926,2484	10	1	0	1	17	16,74048	357,3214	1	20
9381	204,0577	0	5068000	-3,356918	0,3552004	-3,001718	15	0	4	3	921,099	10	1	20	0	17	10,78084	346,0883	1	20
9382	250,8767	20	5068000	1,321533	-1,250229	0,0713039	42,5	0	16	3	930,0034	10	1	0	1	17	18,51747	341,1835	1	20
9383	234,8976	40	5068000	0,3757019	-0,04917608	0,3265258	18,33333	0	8	3	933,6969	10	1	0	1	17	11,52407	339,4113	1	20
9384	216,4777	60	5068000	0,4944763	-0,1385633	0,355913	18,33333	0	8	3	936,3547	10	1	20	0	17	9,695152	340,8319	1	20
9385	204,684	44,72136	5068000	0,3095703	-0,2015052	0,1080651	17,5	0	4	3	937,8163	10	1	40	0	17	9,356709	344,6541	1	20
9386	206,4613	28,28427	5068000	0,269989	-0,2859332	-0,01594418	20	0	4	3	939,144	10	1	56,56854	0	17	9,625876	350,4972	1	20
9387	205,1147	20	5068000	0,3237762	-0,2109074	0,1128688	18,33333	0	8	3	940,7193	10	1	44,72136	0	17	8,641659	358,2281	1	20
9388	195,8369	28,28427	5068000	-0,02243042	0,01733621	-0,005094211	13,33333	0	8	3	941,5264	10	1	28,28427	0	17	7,342988	367,8572	1	20
9389	192,2528	40	5068000	0,214386	-0,1777054	0,03668055	15	0	4	3	942,3198	10	1	20	0	17	7,246245	379,4733	1	20
9390	199,6199	40	5068000	0,3100433	-0,4353288	-0,1252855	20	0	4	3	943,1703	10	1	0	0	17	7,534238	393,197	1	20
9391	213,2469	44,72136	5068000	1,293503	-0,917052	0,3764508	22,5	0	4	3	944,9437	10	1	0	0	17	8,824725	409,1428	1	20
9392	224,0373	56,56854	5068000	-0,8353577	0,7630149	-0,07234278	18,33333	0	8	3	945,6057	10	1	0	1	17	15,84645	427,3864	1	20
9393	223,7631	72,11102	5068000	-2,980484	2,188804	-0,7916798	20	0	8	1	948,8826	50	1	0	1	45	24,77038	447,941	1	25
9394	216,9435	89,44272	5068000	-0,2988434	0,5390652	0,2402219	37,5	0	16	1	956,6644	50	1	0	0	45	27,50535	462,2397	1	25
9395	197,2412	107,7033	5068000	1,268356	-0,1844678	1,083889	45	0	8	3	962,8041	10	1	0	0	17	23,65174	450,5048	1	20
9396	175,7745	100	5068000	0,9910889	-0,64195	0,3491388	40	0	4	3	963,5325	10	1	0	1	17	19,8853	437,8091	1	20
9397	171,7624	82,46211	5068000	0,7431641	-0,6632508	0,07991325	37,5	0	4	3	962,8556	10	0	20	0	17	17,40274	426,8198	1	20
9398	168,9633	63,24555	5068000	0,4518127	-0,5022495	-0,05043682	35	0	4	1	962,0056	50	0	28,28427	0	45	16,55047	417,3306	1	25
9399	158,8355	44,72136	5068000	1,662521	-0,939409	0,7231124	40	0	4	3	961,4578	10	0	44,72136	0	17	15,08133	409,1428	1	20
9400	135,2831	28,28427	5068000	1,397903	-0,2658831	1,13202	27,5	0	4	3	958,7245	10	0	63,24555	0	17	14,6306	402,077	1	20
9401	142,3647	20	5068000	-0,9095154	0,3980452	-0,5114702	23,33333	0	2	3	953,4083	10	0	82,46211	0	17	13,19946	395,9798	1	20
9402	178,0814	0	5068000	-1,687805	0,6577154	-1,03009	20	0	4	1	950,9058	50	0	80	0	45	14,39598	390,7277	1	25
9403	181,5837	20	5068000	-0,09886169	0,2728131	0,1739514	25	0	4	1	952,1762	50	0	63,24555	0	45	15,38894	386,2338	1	25
9404	172,5821	28,28427	5068000	0,3285522	-0,1478203	0,1807319	25	0	4	3	952,5754	10	0	44,72136	0	17	12,92544	382,4621	1	20
9405	149,3349	44,72136	5068000	1,300949	-0,394557	0,9063921	25	0	2	3	952,2386	10	0	28,28427	0	17	12,18632	379,4733	1	20
9406	115,7244	60	5068000	1,528458	-0,947392	0,5810656	45	0	1	3	948,4705	10	0	20	0	17	20,00763	377,5877	1	20
9407	104,5295	40	5068000	-0,4089355	0,4156388	0,006703222	40	0	1	3	939,0975	10	0	0	1	17	24,71738	378,1414	1	20
9408	112,7078	20	5068000	-0,4764709	0,390171	-0,08629999	41,66667	0	2	1	931,0214	50	1	20	0	45	19,9943	387,1512	1	25
9409	179,343	0	5068000	-2,058624	-0,5631939	-2,621818	30	0	4	1	925,3996	50	1	20	0	45	17,01811	384,7077	1	25
9410	213,9245	20	5068000	-0,9650879	0,5260304	-0,4390575	52,5	0	4	1	929,0541	50	1	20	0	45	28,03697	422,4922	1	25
9411	212,0288	40	5068000	2,649841	-1,664523	0,9853184	68,33334	0	8	3	937,4307	10	1	0	1	17	26,79307	460,4759	1	20
9412	190,5637	60	5068000	3,067917	-1,76647	1,301447	60	0	4	3	941,5335	10	0	0	1	17	21,86399	495,2028	1	20
9413	161,0178	40	5068000	2,797287	-1,650205	1,147082	61,66667	0	2	3	940,3977	10	1	20	0	17	24,29561	478,6342	1	20
9414	156,1975	20	5068000	0,06884766	-0,4952164	-0,4263688	55	0	4	3	934,3481	10	1	0	1	17	26,64075	440,4759	1	20
9415	178,9197	0	5068000	-1,09024	-0,3965259	-1,486766	50	0	4	1	930,9509	50	0	0	1	45	24,63732	401,995	1	25
9416	190,8981	20	5068000	0,327179	-0,1709349	0,156244	47,5	0	4	3	933,5312	10	1	0	1	17	23,74882	402,0995	1	20
9417	199,0068	0	5068000	-0,4370117	-0,5609573	-0,997969	40	0	4	3	935,0732	10	1	20	0	17	21,24395	362,2154	1	20
9418	213,0295	20	5068000	1,51683	-1,189201	0,3276294	46,66667	0	8	3	940,2773	10	1	20	0	17	18,88607	362,3448	1	20
9419	223,8672	20	5068000	-1,269333	-0,010472	-1,279805	33,33333	0	8	3	942,2681	10	1	0	1	17	14,33489	362,4903	1	20
9420	257,7767	28,28427	5068000	-2,5271	2,316193	-0,2109065	25	0	8	3	947,342	10	1	0	1	17	24,55435	362,6549	1	20
9421	261,3673	44,72136	5068000	2,642593	-1,6169	1,025693	70	0	16	3	961,8415	10	1	0	1	17	28,88976	362,8427	1	20
9422	255,3382	44,72136	5068000	0,273056	0,1305229	0,403579	41,66667	0	8	3	969,4153	10	1	20	0	17	22,98208	363,0589	1	20
9423	244,2521	40	5068000	1,713486	-1,078733	0,6347523	40	0	16	3	977,5496	10	1	0	1	17	16,8701	363,3105	0	20
9424	223,8224	40	5068000	-0,06997681	0,006169864	-0,06380694	20	0	8	3	980,0146	10	0	20	0	17	10,8681	363,6068	0	20
9425	231,4743	40	5068000	0,408493	-0,3268569	0,0816361	20	0	8	3	983,0948	10	0	28,28427	0	17	10,69643	360,1658	1	20
9426	234,7497	44,72136	5068000	0,8555145	-0,6109344	0,2445802	25	0	8	3	986,4567	10	0	44,72136	0	17	8,436213	356,4374	1	20
9427	224,0761	56,56854	5068000	0,1342773	-0,01111189	0,1231655	11,66667	0	8	3	987,8333	10	0	63,24555	0	17	6,40251	353,6039	0	20
9428	223,6018	72,11102	5068000	-0,4654236	0,3979524	-0,06747116	8,333333	0	8	3	988,9877	10	0	82,46211	0	17	8,440787	351,5148	0	20
9429	226,9545	89,44272	5068000	-0,1050262	0,05585831	-0,04916793	15	0	8	3	991,5165	10	0	101,9804	0	17	10,03844	350,0979	0	20
9430	231,6004	107,7033	5068000	0,3820038	-0,4875721	-0,1055683	20	0	8	3	994,4366	10	0	121,6553	0	17	8,03792	349,3642	0	20
9431	249,3154	100	5068000	-0,4599609	0,3826025	-0,07735848	15	0	8	3	996,463	10	0	141,4214	0	17	8,782871	349,4427	0	20
9432	256,507	82,46211	5068000	-0,64328	0,5262368	-0,1170433	17,5	0	16	3	1000,201	10	0	161,2451	0	17	13,30188	350,6788	1	20
9433	254,9281	63,24555	5068000	1,868088	-1,421332	0,4467554	27,5	0	16	3	1006,038	10	0	178,8854	0	17	8,411888	353,8899	1	20
9434	55,08636	44,72136	942000	0,2411194	-0,494401	-0,2532817	10	0	128	3	1006,301	10	0	196,9772	0	17	1,92201	344,7214	1	20
9435	64,75034	28,28427	942000	1,706406	-1,477948	0,228458	30	0	1	3	1005,563	10	0	212,6029	0	17	11,1222	320	1	20
9436	70,58035	20	942000	-1,29953	0,9774968	-0,3220332	15	0	1	3	999,1442	10	0	226,2742	0	17	12,24395	304,7214	1	20
9437	111,245	0	942000	-1,254181	0,3293158	-0,9248651	3,333333	0	2	3	995,8741	10	0	240	0	17	3,895833	296,5685	1	20
9438	187,8537	20	942000	-0,4046021	0,3264392	-0,07816287	5	0	4	3	995,798	10	0	220	0	17	5,76024	292,111	0	20
9439	191,1062	28,28427	942000	-0,2365417	0,3408276	0,1042858	7,5	0	4	3	996,1308	10	0	200	0	17	7,891011	289,4427	0	20
9440	191,7718	44,72136	942000	-0,8835907	0,7712857	-0,112305	5	0	4	3	996,0818	10	0	180	0	17	10,38917	287,7033	0	20
9441	192,483	56,56854	942000	-1,154297	0,972748	-0,1815488	7,5	0	4	3	996,5752	10	0	160	0	17	12,4201	286,4911	0	20
9442	193,8465	72,11102	942000	-0,807251	0,6248975	-0,1823534	10	0	4	3	997,8622	10	0	140	0	17	12,39059	284,222	0	20
9443	197,813	84,85281	942000	-0,4013672	0,3682612	-0,03310596	13,33333	0	8	3	999,4879	10	0	120	0	17	11,47628	281,2451	0	20
9444	194,538	100	942000	-0,06266785	0,1628676	0,1001998	15	0	4	3	1000,922	10	0	100	0	17	10,36128	278,8854	1	20
9445	173,2623	100	942000	0,480011	-0,01407719	0,4659338	15	0	4	3	1001,798	10	0	80	0	17	8,671583	276,9772	1	20
9446	132,7593	80	942000	0,7895966	-0,254004	0,5355925	20	0	2	3	1000,828	10	0	60	0	17	10,39377	275,4066	1	20
9447	111,5839	60	942000	0,9333801	-0,9029498	0,03043034	40	0	1	3	996,73	10	0	40	0	17	17,70467	274,094	1	20
9448	107,1239	40	942000	-0,4266663	-0,02649691	-0,4531632	40	0	1	3	988,4748	10	0	20	0	17	22,8814	272,9822	1	20
9449	111,2605	20	942000	-3,310196	2,341363	-0,968833	5	0	4	3	980,01	10	0	0	1	17	12,2995	272,0294	1	20
9450	277,8525	0	942000	-0,6527863	1,769274	1,116488	12,5	0	16	3	982,9075	10	1	0	1	17	13,83248	311,2044	1	20
9451	283,892	20	942000	2,847122	-1,368929	1,478193	47,5	0	16	3	992,7183	10	1	0	1	17	21,65825	338,7678	1	20
9452	291,7344	28,28427	942000	-0,539917	0,4315164	-0,1084005	26,66667	0	32	15	997,0464	10	0	20	0	17	16,31309	374,5698	1	22
9453	307,3842	44,72136	942000	0,2464142	0,2084381	0,4548523	27,5	0	16	3	1002,563	10	0	40	0	17	15,27137	405,8535	1	20
9454	317,3157	56,56854	942000	0,1547699	0,3527311	0,507501	26,66667	0	32	3	1006,926	10	0	60	0	17	18,56263	428,7818	1	20
9455	318,6291	60	942000	-1,421799	1,722862	0,3010628	36,66667	0	32	1	1012,431	50	0	72,11102	0	45	26,78284	448,3297	1	25
9456	326,1873	60	942000	2,503021	-0,6047413	1,89828	75	0	64	1	1023,472	50	0	84,85281	0	45	34,56239	467,9216	1	25
9457	330,9572	60	942000	2,021576	-1,411521	0,6100546	87,5	0	64	1	1031,691	50	0	100	0	45	38,64422	487,5512	1	25
9458	326,2333	63,24555	942000	4,60643	-3,056759	1,549671	102,5	0	64	1	1042,138	50	0	116,619	0	45	40,23231	510,4591	1	25
9459	323,8613	72,11102	942000	5,674316	-3,654798	2,019518	108,3333	0	32	1	1052,21	50	0	134,1641	0	45	37,7691	539,0157	1	25
9460	336,6478	82,46211	942000	5,021027	-3,337594	1,683433	86,66666	0	32	1	1058,468	50	0	152,3155	0	45	30,53067	564,1259	1	25
9461	348,035	89,44272	942000	3,15686	-3,034134	0,1227267	70	0	64	1	1059,95	50	0	170,8801	0	45	28,36117	584,6194	1	25
9462	327,4281	100	942000	0,6433411	-0,2996925	0,3436486	77,5	0	64	1	1062,702	50	0	169,7056	0	45	34,52379	609,1169	1	25
9463	315,1446	100	942000	4,907135	-2,672575	2,23456	100	0	32	1	1075,942	50	0	156,205	0	45	39,5149	623,4501	1	25
9464	314,1255	100	942000	6,062744	-3,869621	2,193123	103,3333	0	32	1	1086,433	50	0	144,222	0	45	31,67227	640,1254	1	25
9465	315,6513	101,9804	942000	2,884521	-1,233923	1,650598	60	0	32	1	1089,725	50	0	134,1641	0	45	16,25224	660,876	1	25
9466	317,9137	107,7033	942000	1,755951	-0,9491613	0,8067896	20	0	32	1	1090,416	50	0	126,4911	0	45	4,956914	685,1259	1	25
9467	238,1212	116,619	942000	1,611267	-1,556269	0,05499762	25	0	4	1	1090,475	50	0	121,6553	0	45	3,849161	710,6144	1	25
9468	215,8694	126,4911	942000	-0,571167	0,134734	-0,4364329	20	0	4	1	1090,12	50	0	120	0	45	8,935382	734,1641	1	25
9469	170,0523	134,1641	19600	1,792297	-0,4804021	1,311895	27,5	0	4	1	1091,973	50	0	120	0	45	10,03113	756,1169	1	25
9470	123,4285	141,4214	19600	0,2886658	0,1005767	0,3892424	28,33333	0	2	1	1088,504	50	0	120	0	45	16,14511	773,8768	1	25
9471	111,6709	145,6022	19600	-0,2107544	0,6494821	0,4387277	17,5	0	1	1	1082,95	50	0	120	0	45	15,38151	794,6014	1	25
9472	239,6811	152,3155	19600	-2,974213	2,728574	-0,2456385	2,5	0	4	1	1079,184	50	0	121,6553	0	45	6,912744	818,0481	1	25
9473	262,6133	161,2451	19600	-0,2830811	0,5743648	0,2912838	40	0	16	1	1087,426	50	0	126,4911	0	45	24,42176	843,8871	1	25
9474	261,778	170,8801	19600	2,616333	-1,80771	0,8086231	52,5	0	16	1	1097,976	50	0	134,1641	0	45	19,49955	871,7607	1	25
9475	258,8336	178,8854	19600	0,100647	0,02354032	0,1241873	21,66667	0	8	1	1101,344	50	0	144,222	0	45	11,14604	901,3288	1	25
9476	255,516	188,6796	19600	1,033875	-0,8466626	0,1872119	17,5	0	16	1	1105,081	50	0	156,205	0	45	8,54603	932,2922	1	25
9477	270,3857	200	MISSING	MISSING	MISSING	MISSING	MISSING	0	MISSING	1	MISSING	50	0	169,7056	0	45	4,10994	MISSING	1	25
9478	212,0648	178,8854	188000	-0,01599121	0,2983274	0,2823362	25	20	8	MISSING	936,0681	MISSING	MISSING	40	0	MISSING	16,75972	1013,619	0	MISSING
9479	200,7499	170,8801	188000	-0,1636353	0,4162993	0,2526641	25	0	8	15	938,5172	10	0	40	0	17	16,92976	979,401	0	22
9480	187,6126	164,9242	188000	-0,2748413	0,5303689	0,2555276	22,5	0	4	15	939,8858	10	0	44,72136	0	17	16,5831	946,0878	0	22
9481	172,5759	161,2451	188000	0,3186188	0,1707091	0,4893279	27,5	0	4	15	940,2198	10	0	56,56854	0	17	16,38637	911,8527	0	22
9482	174,0801	160	188000	-1,152252	0,6902857	-0,4619665	17,5	0	4	15	938,6671	10	0	72,11102	0	17	14,79487	874,2622	0	22
9483	197,3758	161,2451	188000	-1,171967	0,7814185	-0,390548	13,33333	0	8	15	939,1729	10	0	89,44272	0	17	14,32192	834,6851	0	22
9484	202,4834	164,9242	188000	-0,8417053	0,5764371	-0,2652682	20	0	4	15	941,2196	10	0	107,7033	0	17	15,34603	795,1335	0	22
9485	198,1334	170,8801	188000	1,127579	-0,7030349	0,4245439	30	0	4	15	944,6515	10	0	126,4911	0	17	14,3153	755,6099	0	22
9486	199,9506	178,8854	188000	0,4514465	-0,4615087	-0,01006219	26,66667	0	8	15	946,022	10	0	144,222	0	17	12,42207	716,1169	0	22
9487	200,6164	188,6796	188000	0,006896973	-0,07836422	-0,07146725	20	0	8	15	947,1154	10	0	161,2451	0	17	11,6635	676,6573	0	22
9488	201,3694	200	188000	-0,2903442	0,1670094	-0,1233349	16,66667	0	8	15	948,3922	10	0	178,8854	0	17	11,75563	637,2348	0	22
9489	198,5267	212,6029	188000	-0,1384583	0,280999	0,1425407	16,66667	0	8	15	949,9443	10	0	196,9772	0	17	10,90186	597,853	0	22
9490	192,7876	226,2742	188000	-0,8501129	0,6336711	-0,2164418	10	0	8	15	950,4813	10	0	203,9608	0	17	9,647554	558,5165	0	22
9491	182,5115	240,8319	188000	-0,07579041	0,3636065	0,287816	8,333333	0	8	15	951,5782	10	0	200	0	17	8,353239	519,2302	0	22
9492	162,5811	256,125	5068000	-0,09329224	0,3299711	0,2366789	8,333333	0	2	15	951,3124	10	0	180	0	17	7,616727	520	0	22
9493	153,6603	272,0294	5068000	-0,7498169	0,4994029	-0,250414	8,333333	0	2	15	950,0084	10	0	160	0	17	7,113947	520,8326	0	22
9494	153,7904	260	5068000	0,5214081	-0,2738281	0,24758	13,33333	0	2	15	949,7701	10	0	140	0	17	6,691145	521,7358	0	22
9495	150,3979	241,6609	5068000	0,2492981	-0,2058786	0,04341951	11,66667	0	2	15	948,4291	10	0	120	0	17	7,527593	522,7189	0	22
9496	151,3931	223,6068	5068000	-0,4207458	0,2447975	-0,1759484	8,333333	0	2	15	946,5936	10	0	100	0	17	7,939185	523,7924	0	22
9497	170,9046	205,9126	5068000	-0,6396332	0,2388196	-0,4008135	7,5	0	4	15	945,4655	10	0	80	0	17	6,969091	524,9691	1	22
9498	212,2281	188,6796	5068000	-0,8700409	0,5486307	-0,3214102	10	0	4	15	945,9597	10	0	60	0	17	8,479639	526,2642	1	22
9499	212,4205	172,0465	5068000	2,023514	-0,9059315	1,117582	27,5	0	4	15	949,9774	10	0	40	0	17	9,570646	527,6956	1	22
9500	173,4746	156,205	5068000	2,012909	-1,11137	0,9015388	27,5	0	4	3	950,6001	10	0	20	0	17	9,688905	529,285	1	20
9501	160,374	141,4214	5068000	-0,3952484	0,02589322	-0,3693552	17,5	0	4	3	947,3308	10	10	0	1	17	12,88165	531,0589	1	20
9502	173,9959	121,6553	5068000	-1,506317	0,6984653	-0,8078518	25	0	2	3	944,9479	10	10	0	1	17	16,55459	533,0496	1	20
9503	186,9256	101,9804	5068000	-1,780731	1,137309	-0,6434224	32,5	0	4	3	944,3997	10	10	0	1	17	22,01449	535,2964	1	20
9504	187,3628	82,46211	5068000	0,3096619	-0,2218231	0,08783878	50	0	4	3	946,9587	10	10	0	1	17	24,65442	537,8489	1	20
9505	176,2891	63,24555	5068000	2,773331	-1,452807	1,320524	57,5	0	4	3	949,2309	10	10	0	1	17	23,35204	540,7681	1	20
9506	153,4778	44,72136	5068000	1,734131	-0,7113855	1,022745	50	0	2	3	946,2709	10	10	0	1	17	24,72851	544,1311	1	20
9507	140,096	28,28427	5068000	-0,9790649	0,8680475	-0,1110174	36,66667	0	2	3	938,7807	10	10	20	0	17	27,23514	544,2628	1	20
9508	131,042	20	5068000	-1,029633	1,208066	0,1784335	30	0	2	3	932,3728	10	10	0	1	17	24,59017	540,6273	1	20
9509	122,9269	20	5068000	-0,3556824	0,6342453	0,2785629	30	0	2	3	927,009	10	10	0	1	17	18,57796	538,5776	1	20
9510	119,529	0	5068000	2,402954	-1,257446	1,145509	38,33333	0	2	3	924,313	10	10	0	0	17	15,96577	538,227	1	20
9511	121,7812	20	5068000	-0,3263855	0,3363428	0,009957333	25	0	2	3	917,2605	10	10	0	1	17	16,76546	539,7421	1	20
9512	129,6053	28,28427	5068000	-0,5941772	0,4025615	-0,1916158	21,66667	0	2	3	912,3062	10	10	20	0	17	15,01437	543,3446	1	20
9513	150,7229	20	5068000	-0,7227936	-0,1217485	-0,844542	28,33333	0	2	3	908,3947	10	10	20	0	17	13,767	548,2953	1	20
9514	168,3241	0	5068000	-0,3582153	0,1337499	-0,2244654	30	0	4	3	906,6091	10	10	0	0	17	16,97301	555,9679	1	20
9515	177,9636	0	5068000	-1,503738	0,6292412	-0,8744972	22,5	0	4	3	904,8257	10	10	20	0	17	18,09207	556,0645	1	20
9516	192,6623	20	5068000	-0,08428955	-0,01468137	-0,09897092	27,5	0	4	3	906,5466	10	10	0	0	17	17,25881	521,5882	1	20
9517	202,981	40	5068000	0,1012421	-0,190797	-0,08955494	32,5	0	4	3	908,6787	10	10	20	0	17	17,99359	488,3297	1	20
9518	215,4325	56,56854	5068000	-0,6407776	0,1675885	-0,4731891	33,33333	0	8	3	911,7288	10	10	0	1	17	19,93654	456,8743	1	20
9519	220,7144	63,24555	5068000	1,600082	-0,9617222	0,6383602	45	0	8	3	918,0475	10	10	0	1	17	19,20522	428,2009	1	20
9520	210,3241	44,72136	5068000	2,476517	-1,307495	1,169021	45	0	8	3	922,7684	10	10	20	0	17	16,4054	397,1563	1	20
9521	165,7759	28,28427	5068000	4,177307	-2,428192	1,749115	73,33334	0	2	3	924,6928	10	10	20	0	17	19,53774	370,2978	1	20
9522	159,991	20	5068000	-0,418396	-0,8228161	-1,241212	70	0	4	3	917,7018	10	10	0	1	17	22,02165	351,127	1	20
9523	227,1046	0	5068000	-2,504639	0,8028899	-1,701749	50	0	8	3	917,8937	10	10	0	1	17	18,58438	342,0427	1	20
9524	250,6663	20	5068000	2,130981	-1,756747	0,3742346	50	0	16	3	928,2837	10	10	0	1	17	19,0745	339,4113	1	20
9525	224,3983	40	5068000	0,4023743	-0,02385657	0,3785177	18,33333	0	8	3	931,1	10	10	0	1	17	10,57205	341,1835	1	20
9526	205,3881	60	5068000	0,2572479	-0,0144255	0,2428224	17,5	0	4	3	932,9531	10	10	20	0	17	10,67101	345,5677	1	20
9527	196,6599	40	5068000	0,1468658	-0,06102552	0,08584032	20	0	4	3	934,1291	10	10	28,28427	0	17	11,24529	351,8344	1	20
9528	199,5676	20	5068000	-0,3491669	0,1421603	-0,2070066	20	0	4	3	935,0978	10	10	40	0	17	12,18346	359,7292	1	20
9529	202,0367	0	5068000	1,082672	-0,8207709	0,2619012	32,5	0	4	3	937,4897	10	10	44,72136	0	17	12,36353	369,209	1	20
9530	192,3518	20	5068000	0,9155579	-0,5342843	0,3812736	28,33333	0	8	3	939,0145	10	10	44,72136	0	17	11,12923	380,3308	1	20
9531	183,4223	20	5068000	0,6459656	-0,6667049	-0,02073933	30	0	4	3	938,9795	10	10	28,28427	0	17	11,32959	393,197	1	20
9532	192,5084	20	5068000	-0,007095337	-0,2664822	-0,2735775	25	0	4	3	939,0292	10	10	20	0	17	12,2552	407,9216	1	20
9533	204,5333	28,28427	5068000	-0,5773773	0,09043112	-0,4869462	21,66667	0	8	3	940,1884	10	10	0	0	17	12,31653	424,6043	1	20
9534	217,3027	44,72136	5068000	0,6256714	-0,5068998	0,1187715	25	0	8	3	943,1701	10	10	0	0	17	12,71329	443,3105	1	20
9535	226,2601	63,24555	5068000	0,2579651	0,06905799	0,3270231	28,33333	0	8	3	946,2545	10	1	0	1	17	16,9165	464,0565	1	20
9536	220,899	82,46211	5068000	-0,705368	0,7977149	0,09234689	28,33333	0	8	1	950,0419	50	1	20	0	45	20,9392	486,8035	1	25
9537	201,7791	101,9804	5068000	-0,301239	0,9598976	0,6586586	28,33333	0	8	1	954,1354	50	1	0	0	45	20,24426	471,8651	1	25
9538	181,5082	107,7033	5068000	-0,4040527	0,7000719	0,2960191	27,5	0	4	3	955,1643	10	1	0	0	17	19,65122	458,7171	1	20
9539	176,078	89,44272	5068000	-0,4058838	0,4302715	0,02438776	30	0	4	3	955,0217	10	0	0	1	17	19,36094	447,2136	1	20
9540	173,5843	72,11102	5068000	-0,262207	0,568121	0,305914	22,5	0	4	3	954,8032	10	0	20	0	17	18,27859	437,1989	1	20
9541	170,0789	56,56854	5068000	-1,228333	0,9632339	-0,2650986	20	0	4	3	953,4115	10	0	40	0	17	17,18411	428,522	1	20
9542	157,2375	40	5068000	0,2089233	0,247667	0,4565904	25	0	4	3	953,1348	10	0	60	0	17	14,9323	421,0492	1	20
9543	138,5846	20	5068000	1,438461	-0,6281572	0,8103041	33,33333	0	2	3	951,4778	10	0	63,24555	0	17	13,95367	414,6747	1	20
9544	159,1018	0	5068000	-1,079849	-0,1388161	-1,218665	25	0	4	3	946,731	10	0	60	0	17	12,50538	409,3338	1	20
